GHSA ID,CVE ID,Severity,Package,Ecosystem,Summary,KEV
GHSA-j9xp-92vc-559j,CVE-2019-10748,CRITICAL,sequelize,npm,SQL Injection in sequelize,
GHSA-wmx6-vxcf-c3gr,CVE-2019-16761,CRITICAL,slp-validate,npm,Validation Bypass in slp-validate,
GHSA-425c-ccf3-3jrr,CVE-2019-16762,CRITICAL,slpjs,npm,Critical severity vulnerability that affects slpjs,
GHSA-vrcf-g539-x6h3,CVE-2019-17206,CRITICAL,rediswrapper,PyPI,Uncontrolled deserialization of a pickled object in rediswrapper allows attackers to execute arbitrary scripts,
GHSA-852q-xxj4-x2rx,CVE-2019-15537,CRITICAL,cesnet/simplesamlphp-module-proxystatistics,Packagist,SQL Injection in SimpleSAMLphp,
GHSA-gjmw-vf9h-g25v,CVE-2019-17531,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,jackson-databind polymorphic typing issue,
GHSA-2598-2f59-rmhq,CVE-2019-10749,CRITICAL,sequelize,npm,SQL Injection in sequelize,
GHSA-cw6w-q88j-6mqf,CVE-2019-12419,CRITICAL,org.apache.cxf:cxf,Maven,Potential session hijack in Apache CXF ,
GHSA-3q5x-7mxp-rp6j,CVE-2019-8135,CRITICAL,magento/community-edition,Packagist,Remote code execution via vulnerable Symphony dependecy injection,
GHSA-wg37-7mrv-cfwm,CVE-2019-0187,CRITICAL,org.apache.jmeter:ApacheJMeter,Maven,Unauthenticated Remote Code Execution in Apache JMeter,
GHSA-f58w-649r-qjr9,CVE-2019-5729,CRITICAL,splunk-sdk,PyPI,splunk-sdk does not properly verify untrusted TLS server certificates,
GHSA-gwg9-rgvj-4h5j,CVE-2019-5413,CRITICAL,morgan,npm,Code Injection in morgan,
GHSA-m42h-mh85-4qgc,CVE-2019-5420,CRITICAL,railties,RubyGems,Use of Insufficiently Random Values in Railties Allows Remote Code Execution,
GHSA-pfwp-8pq4-g7pv,CVE-2019-9212,CRITICAL,com.alipay.sofa:hessian,Maven,Incomplete List of Disallowed Inputs in SOFA-Hessian,
GHSA-gcm4-q2pg-xw89,CVE-2019-7539,CRITICAL,ipycache,PyPI,ipycache is vulnerable to Code Injection,
GHSA-xhcq-fv7x-grr2,CVE-2019-0192,CRITICAL,org.apache.solr:solr-core,Maven,Critical severity vulnerability that affects org.apache.solr:solr-core,
GHSA-25pc-85qf-6j69,CVE-2018-11779,CRITICAL,org.apache.storm:storm-kafka,Maven,Deserialization of Untrusted Data in Apache Storm,
GHSA-3gx7-xhv7-5mx3,CVE-2019-15657,CRITICAL,eslint-utils,npm,Arbitrary Code Execution in eslint-utils,
GHSA-6fpp-rgj9-8rwc,CVE-2019-14379,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,Deserialization of untrusted data in FasterXML jackson-databind,
GHSA-8rf6-w2mx-4xjh,CVE-2019-15149,CRITICAL,mitogen,PyPI,Undirectional routing wasn't respected in some cases in Mitogen,
GHSA-65rm-h285-5cc5,CVE-2019-12855,CRITICAL,Twisted,PyPI,Improper Certificate Validation in Twisted,
GHSA-4g88-fppr-53pp,CVE-2019-10747,CRITICAL,set-value,npm,Prototype Pollution in set-value,
GHSA-333g-rpr4-7hxq,CVE-2019-15224,CRITICAL,rest-client,RubyGems,rest-client Gem Contains Malicious Code,
GHSA-8j4w-5fw4-rm27,CVE-2019-10750,CRITICAL,deeply,npm,Prototype Pollution in deeply,
GHSA-rch7-f4h5-x9rj,,CRITICAL,libp2p-secio,npm,Identity Spoofing in libp2p-secio,
GHSA-fhjf-83wg-r2j9,CVE-2019-10746,CRITICAL,mixin-deep,npm,Prototype Pollution in mixin-deep,
GHSA-6r97-cj55-9hrq,CVE-2019-14234,CRITICAL,Django,PyPI,SQL Injection in Django,
GHSA-cr5j-953j-xw5p,CVE-2019-5477,CRITICAL,nokogiri,RubyGems,Nokogiri Command Injection Vulnerability,
GHSA-8jhx-9gf4-hhf5,CVE-2019-16377,CRITICAL,consul,RubyGems,Consul gem insufficient authentication check - Multiple powers in one controller are not always checked correctly,
GHSA-vf23-f26f-mjj9,CVE-2019-14537,CRITICAL,yourls/yourls,Packagist,Access of Resource Using Incompatible Type ('Type Confusion')  in yourls/yourls,
GHSA-h822-r4r5-v8jg,CVE-2019-14540,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,Polymorphic Typing issue in FasterXML jackson-databind,
GHSA-85cw-hj65-qqv9,CVE-2019-16335,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,Polymorphic Typing issue in FasterXML jackson-databind,
GHSA-r74q-gxcg-73hx,CVE-2019-16676,CRITICAL,simple_form,RubyGems,Improper Input Validation in simple_form,
GHSA-549f-73hh-mj38,CVE-2019-5485,CRITICAL,gitlabhook,npm,Command Injection in gitlabhook,
GHSA-fgmr-vx7c-5wj6,CVE-2019-10071,CRITICAL,org.apache.tapestry:tapestry-core,Maven,Timing attack on HMAC signature comparison in Apache Tapestry,
GHSA-mwp6-j9wf-968c,,CRITICAL,generator-jhipster,npm,Critical severity vulnerability that affects generator-jhipster,
GHSA-2p82-v77v-mppr,CVE-2019-16060,CRITICAL,airbrake-ruby,RubyGems,Airbrake keys not being filtered,
GHSA-q2xp-75m7-gv52,CVE-2019-10648,CRITICAL,net.sf.robocode:robocode.host,Maven,Improper Input Validation in net.sf.robocode:robocode.host allows for external service interaction,
GHSA-38fc-9xqv-7f7q,CVE-2019-7548,CRITICAL,SQLAlchemy,PyPI,SQLAlchemy is vulnerable to SQL Injection via group_by parameter ,
GHSA-qpvx-gpqm-g98j,CVE-2019-7644,CRITICAL,Auth0-WCF-Service-JWT,NuGet,Critical severity vulnerability that affects Auth0-WCF-Service-JWT,
GHSA-vqqv-v9m2-48p2,CVE-2019-10842,CRITICAL,bootstrap-sass,RubyGems,Bootstrap-sass contains code execution backdoor,
GHSA-887w-45rq-vxgf,CVE-2019-7164,CRITICAL,SQLAlchemy,PyPI,SQLAlchemy vulnerable to SQL Injection via order_by parameter,
GHSA-mw6v-crh8-8533,CVE-2018-7575,CRITICAL,tensorflow,PyPI,Integer Overflow or Wraparound in Google TensorFlow,
GHSA-fvx3-g627-phm2,CVE-2019-10686,CRITICAL,com.ctrip.framework.apollo:apollo,Maven,Server-Side Request Forgery (SSRF) in com.ctrip.framework.apollo:apollo,
GHSA-675m-85rw-j3w4,CVE-2018-16489,CRITICAL,just-extend,npm,Prototype Pollution in just-extend,
GHSA-w5m8-5v9m-xhx5,CVE-2016-1000282,CRITICAL,Haraka,npm,Critical severity vulnerability that affects Haraka,
GHSA-r96c-57pf-9jjm,CVE-2018-16491,CRITICAL,node.extend,npm,Prototype Pollution in node.extend,
GHSA-q52j-4q2q-hcj6,CVE-2016-10532,CRITICAL,console-io,npm,Authentication Bypass in console-io,
GHSA-pjxw-22xf-6pwc,CVE-2018-16486,CRITICAL,defaults-deep,npm,Prototype Pollution in defaults-deep,
GHSA-mg8r-9g6j-hwv9,CVE-2016-10525,CRITICAL,hapi-auth-jwt2,npm,Authentication Bypass in hapi-auth-jwt2,
GHSA-qg8p-v9q4-gh34,CVE-2016-10541,CRITICAL,shell-quote,npm,Potential Command Injection in shell-quote,
GHSA-jwgx-9mmh-684w,CVE-2019-3888,CRITICAL,io.undertow:undertow-core,Maven,Credential exposure through log files in Undertow,
GHSA-4qhx-g9wp-g9m6,,CRITICAL,squel,npm,Failure to sanitize quotes which can lead to sql injection in squel,
GHSA-28xh-wpgr-7fm8,,CRITICAL,open,npm,Command Injection in open,
GHSA-pgcr-7wm4-mcv6,,CRITICAL,pem,npm,Sensitive Data Exposure in pem,
GHSA-cff4-rrq6-h78w,,CRITICAL,command-exists,npm,Command Injection in command-exists,
GHSA-fqfj-cmh6-hj49,CVE-2019-11027,CRITICAL,ruby-openid,RubyGems,ruby-openid SSRF via claimed_id request,
GHSA-4vmm-mhcq-4x9j,,CRITICAL,constantinople,npm,Sandbox Bypass Leading to Arbitrary Code Execution in constantinople,
GHSA-3fc5-9x9m-vqc4,,CRITICAL,express-cart,npm,Privilege Escalation in express-cart,
GHSA-f554-x222-wgf7,CVE-2013-7285,CRITICAL,com.thoughtworks.xstream:xstream,Maven,Command Injection in Xstream,
GHSA-g86p-hgx5-2pfh,CVE-2019-12300,CRITICAL,buildbot,PyPI,Improper Authentication in Buildbot,
GHSA-hgch-jjmr-gp7w,CVE-2019-10760,CRITICAL,safer-eval,npm,Sandbox Breakout / Arbitrary Code Execution in safer-eval,
GHSA-c427-hjc3-wrfw,CVE-2019-17495,CRITICAL,swagger-ui,npm,Cross-site scripting in Swagger-UI,
GHSA-6jg8-7333-554w,,CRITICAL,realms-shim,npm,Sandbox Breakout in realms-shim,
GHSA-mx7p-6679-8g3q,CVE-2019-16942,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,Polymorphic Typing in FasterXML jackson-databind,
GHSA-58v4-qwx5-7f59,CVE-2019-10757,CRITICAL,knex,npm,SQL Injection in knex,
GHSA-f6vf-pq8c-69m4,CVE-2019-17195,CRITICAL,com.nimbusds:nimbus-jose-jwt,Maven,Improper Check for Unusual or Exceptional Conditions in Connect2id Nimbus JOSE+JWT,
GHSA-49pj-69vf-c689,CVE-2019-17383,CRITICAL,netaddr,RubyGems,netaddr before 1.5.3 and 2.0.4 has Incorrect Default Permissions,
GHSA-8687-vv9j-hgph,CVE-2019-17426,CRITICAL,mongoose,npm,Improper Input Validation in Automattic Mongoose,
GHSA-m9jw-237r-gvfv,CVE-2019-10752,CRITICAL,sequelize,npm,SQL Injection in sequelize,
GHSA-7cg8-pq9v-x98q,,CRITICAL,realms-shim,npm,Sandbox Breakout in realms-shim,
GHSA-r3x4-wr4h-pw33,CVE-2019-10759,CRITICAL,safer-eval,npm,Sandbox Breakout / Arbitrary Code Execution in safer-eval,
GHSA-9gqg-3fxr-9hv7,CVE-2017-17836,CRITICAL,apache-airflow,PyPI,Apache Airflow vulnerable to XSS,
GHSA-38rv-5jqc-m2cv,CVE-2017-0906,CRITICAL,recurly,PyPI,Recurly vulnerable to SSRF,
GHSA-92wj-x78c-m4fx,CVE-2018-11788,CRITICAL,org.apache.karaf.specs:org.apache.karaf.specs.java.xml,Maven,XML External Entity Reference in Apache Karaf,
GHSA-c8hm-7hpq-7jhg,CVE-2018-19362,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,com.fasterxml.jackson.core:jackson-databind vulnerable to Deserialization of Untrusted Data,
GHSA-q485-j897-qc27,CVE-2018-20433,CRITICAL,com.mchange:c3p0,Maven,XML External Entity Reference in mchange:c3p0,
GHSA-8222-6fc8-mhvf,CVE-2019-3773,CRITICAL,org.springframework.ws:spring-ws,Maven,Vulnerability that affects org.springframework.ws:spring-ws and org.springframework.ws:spring-xml,
GHSA-jhjh-ghwx-6h7r,CVE-2017-1002157,CRITICAL,modulemd,PyPI,modulemd uses an unsafe function for processing externally provided data,
GHSA-4gq5-ch57-c2mg,CVE-2018-14719,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,Arbitrary Code Execution in jackson-databind,
GHSA-rprw-h62v-c2w7,CVE-2017-18342,CRITICAL,PyYAML,PyPI,PyYAML insecurely deserializes YAML strings leading to arbitrary code execution,
GHSA-m9mq-p2f9-cfqv,CVE-2018-7753,CRITICAL,bleach,PyPI,Bleach URI Scheme Restriction Bypass,
GHSA-9mxf-g3x6-wv74,CVE-2018-14721,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,Server-Side Request Forgery (SSRF) in jackson-databind,
GHSA-f9hv-mg5h-xcw9,CVE-2018-19360,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,Deserialization of Untrusted Data in jackson-databind due to polymorphic deserialization,
GHSA-645p-88qh-w398,CVE-2018-14718,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,Arbitrary Code Execution in jackson-databind,
GHSA-x2w5-5m2g-7h5m,CVE-2018-14720,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,XML External Entity Reference (XXE) in jackson-databind,
GHSA-mx9v-gmh4-mgqw,CVE-2018-19361,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,Deserialization of Untrusted Data in jackson-databind,
GHSA-h47j-hc6x-h3qq,CVE-2019-10758,CRITICAL,mongo-express,npm,Remote Code Execution Vulnerability in NPM mongo-express,
GHSA-v63x-xc9j-hhvq,CVE-2019-10769,CRITICAL,safer-eval,npm,Sandbox Breakout / Arbitrary Code Execution in safer-eval,
GHSA-79gr-58r3-pwm3,CVE-2019-18889,CRITICAL,symfony/cache,Packagist,Symfony Unsafe Cache Serialization Could Enable RCE,
GHSA-6xc2-mj39-q599,CVE-2019-18818,CRITICAL,strapi,npm,Strapi allows unauthenticated attacker to reset admin password without valid reset token,
GHSA-x92h-wmg2-6hp7,CVE-2019-10913,CRITICAL,symfony/http-foundation,Packagist,Invalid HTTP method overrides allow possible XSS or other attacks in Symfony,
GHSA-4ppp-gpcr-7qf6,,CRITICAL,waitress,PyPI,HTTP Request Smuggling: Content-Length Sent Twice in Waitress,
GHSA-w457-6q6x-cgp9,CVE-2019-19919,CRITICAL,handlebars,npm,Prototype Pollution in handlebars,
GHSA-hf4p-jm7r-vjjj,CVE-2018-15890,CRITICAL,org.ethereum:ethereumj-core,Maven,Deserialization of Untrusted Data in EthereumJ,
GHSA-4g4c-8gqh-m4vm,CVE-2019-13589,CRITICAL,paranoid2,RubyGems,paranoid2 gem Code backdoor,
GHSA-958r-g534-ccmr,CVE-2019-9845,CRITICAL,MadsKristensen.AspNetCore.Miniblog,NuGet,MadsKristensen.AspNetCore.Miniblog subject to Improper Input Validation,
GHSA-p3w6-jcg4-52xh,CVE-2019-13177,CRITICAL,django-rest-registration,PyPI,Improper Verification of Cryptographic Signature in django-rest-registration,
GHSA-rqp5-pg7w-832p,CVE-2019-14281,CRITICAL,datagrid,RubyGems,datagrid contains code Injection backdoor,
GHSA-wg6j-r28m-7293,CVE-2019-14282,CRITICAL,simple_captcha2,RubyGems,Code backdoor in simple_captcha2,
GHSA-jf85-cpcp-j695,CVE-2019-10744,CRITICAL,lodash,npm,Prototype Pollution in lodash,
GHSA-hrj5-qp7x-rpg6,CVE-2019-1010191,CRITICAL,marginalia,RubyGems,SQL Injection in marginalia,
GHSA-c9jj-3wvg-q65h,CVE-2019-0228,CRITICAL,org.apache.pdfbox:pdfbox,Maven,Vulnerability that affects org.apache.pdfbox:pdfbox,
GHSA-rg32-m3hf-772v,CVE-2019-1010306,CRITICAL,slanger,RubyGems,Slanger Arbitrary command execution,
GHSA-mcg9-64cp-xwp7,CVE-2019-9827,CRITICAL,io.hawt:hawtio-core,Maven,Server-Side Request Forgery in Hawt Hawtio,
GHSA-5h5r-ffc4-c455,CVE-2019-13354,CRITICAL,strong_password,RubyGems,strong_password Ruby gem malicious version causing Remote Code Execution vulnerability,
GHSA-x64g-wjmw-w328,CVE-2015-5306,CRITICAL,python-ironic-inspector-client,PyPI,Injection vulnerability that affects ironic-discoverd,
GHSA-vg35-vc9f-q7x2,CVE-2019-1010268,CRITICAL,ladon,PyPI,Improper Restriction of XML External Entity Reference in ladon,
GHSA-hf23-9pf7-388p,CVE-2019-10173,CRITICAL,com.thoughtworks.xstream:xstream,Maven,Deserialization of Untrusted Data and Code Injection in xstream,
GHSA-grmf-4fq6-2r79,CVE-2018-19800,CRITICAL,aubio,PyPI,aubio Buffer Overflow vulnerability,
GHSA-qr7j-h6gg-jmgc,CVE-2018-11307,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,Deserialization of Untrusted Data in jackson-databind,
GHSA-5hmm-x8q8-w5jh,CVE-2020-26214,CRITICAL,alerta-server,PyPI,LDAP authentication bypass with empty password,
GHSA-p694-23q3-rvrc,CVE-2017-15708,CRITICAL,org.apache.synapse:synapse-core,Maven,Remote Code Execution in Apache Synapse,
GHSA-pfj3-56hm-jwq5,CVE-2020-26238,CRITICAL,com.cronutils:cron-utils,Maven,Template injection in cron-utils,
GHSA-mjcr-rqjg-rhg3,,CRITICAL,datasette-indieauth,PyPI,"Implementation trusts the ""me"" field returned by the authorization server without verifying it",
GHSA-9vg3-cf92-h2h7,CVE-2013-2167,CRITICAL,python-keystoneclient,PyPI,Insufficient Verification of Data Authenticity in python-keystoneclient,
GHSA-694p-xrhg-x3wm,CVE-2020-7611,CRITICAL,io.micronaut:micronaut-http-client,Maven,Micronaut's HTTP client is vulnerable to HTTP Request Header Injection,
GHSA-wh37-37xw-54hr,CVE-2014-8650,CRITICAL,requests-kerberos,PyPI,Improper Authentication in requests-kerberos,
GHSA-22jr-vc7j-g762,CVE-2020-10571,CRITICAL,psd-tools,PyPI,Potential buffer overflow in psd-tools,
GHSA-5f37-gxvh-23v6,CVE-2016-10033,CRITICAL,phpmailer/phpmailer,Packagist,Remote code execution in PHPMailer,
GHSA-2wx6-wc87-rmjm,CVE-2020-5262,CRITICAL,easybuild-framework,PyPI,GitHub personal access token leaking into temporary EasyBuild (debug) logs,
GHSA-p5xh-vx83-mxcj,CVE-2020-10109,CRITICAL,Twisted,PyPI,HTTP Request Smuggling in Twisted,
GHSA-cg75-6938-wx58,CVE-2009-5042,CRITICAL,docutils,PyPI,python-docutils allows insecure usage of temporary files,
GHSA-gww7-p5w4-wrfv,CVE-2019-20330,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,Deserialization of Untrusted Data in jackson-databind,
GHSA-4pc3-96mx-wwc8,CVE-2016-10045,CRITICAL,phpmailer/phpmailer,Packagist,Remote code execution in PHPMailer,
GHSA-66q9-f7ff-mmx6,CVE-2020-5280,CRITICAL,org.http4s:http4s-server_2.12,Maven,Local file inclusion vulnerability in http4s,
GHSA-h96w-mmrf-2h6v,CVE-2020-10108,CRITICAL,Twisted,PyPI,Improper Input Validation in Twisted,
GHSA-4w82-r329-3q67,CVE-2020-8840,CRITICAL,com.fasterxml.jackson.core:jackson-databind,Maven,Deserialization of Untrusted Data in jackson-databind,
GHSA-86qr-9vqc-pgc6,CVE-2020-5413,CRITICAL,org.springframework.integration:spring-integration-core,Maven,Code execution in Spring Integration,
GHSA-6898-wx94-8jq8,CVE-2013-7381,CRITICAL,libnotify,npm,Potential Command Injection in libnotify,
GHSA-9vxc-g2jx-qj3p,CVE-2013-7379,CRITICAL,tomato,npm,API Admin Auth Weakness in tomato,
GHSA-mqm2-cgpr-p4m6,CVE-2020-14001,CRITICAL,kramdown,RubyGems,Unintended read access in kramdown gem,
GHSA-jw37-5gqr-cf9j,CVE-2020-15152,CRITICAL,ftp-srv,npm,Server-Side Request Forgery in ftp-srv,
GHSA-pwqf-9h7j-7mv8,CVE-2020-6174,CRITICAL,tuf,PyPI,Incorrect threshold signature computation in TUF,
GHSA-vjfr-p6hp-jqqw,CVE-2015-4130,CRITICAL,ungit,npm,Command Injection in ungit,
GHSA-9wcg-jrwf-8gg7,CVE-2020-7699,CRITICAL,express-fileupload,npm,Prototype Pollution in express-fileupload,
GHSA-r587-7jh2-4qr3,,CRITICAL,flood,npm,Server secret was included in static assets and served to clients,
GHSA-m75h-cghq-c8h5,CVE-2013-6393,CRITICAL,libyaml,npm,Heap Based Buffer Overflow in libyaml,
GHSA-hwch-749c-rv63,CVE-2013-7378,CRITICAL,hubot-scripts,npm,Potential Command Injection in hubot-scripts,
GHSA-x3rh-m7vp-35f2,CVE-2019-17638,CRITICAL,org.eclipse.jetty:jetty-server,Maven,Operation on a Resource after Expiration or Release in Jetty Server,
GHSA-h6m7-j4h3-9rf5,CVE-2020-15146,CRITICAL,sylius/resource-bundle,Packagist,Remote Code Execution in SyliusResourceBundle,
GHSA-hrpq-r399-whgw,CVE-2020-7710,CRITICAL,safe-eval,npm,Sandbox Breakout / Arbitrary Code Execution in safe-eval,
GHSA-4x7w-frcq-v4m3,,CRITICAL,@wturyn/swagger-injector,npm,Path Traversal in @wturyn/swagger-injector,
GHSA-8rxg-9g6f-vq9p,,CRITICAL,another-date-range-picker,npm,Malicious Package in another-date-range-picker,
GHSA-6584-gfwm-3vc3,,CRITICAL,budfer-xor,npm,Malicious Package in budfer-xor,
GHSA-p2cq-cprg-frvm,CVE-2020-15214,CRITICAL,tensorflow,PyPI,Out of bounds write in tensorflow-lite,
GHSA-qj2g-642f-4jrv,,CRITICAL,carloprojectlesang,npm,Malicious Package in carloprojectlesang,
GHSA-p7qp-3fh7-pv4p,,CRITICAL,buffur-xor,npm,Malicious Package in buffur-xor,
GHSA-qm4q-f956-fg64,,CRITICAL,luna-mock,npm,Malicious Package in luna-mock,
GHSA-3cjv-4phw-gvvv,,CRITICAL,getcookies,npm,Malicious Package in getcookies,
GHSA-r8hx-3qx6-hxq9,,CRITICAL,commandre,npm,Malicious Package in commandre,
GHSA-p32g-242c-76h3,,CRITICAL,geoheat,npm,Malicious Package in geoheat,
GHSA-w8hg-mxvh-9h57,,CRITICAL,angular-bmap,npm,Malicious Package in angular-bmap,
GHSA-j4ch-mw66-xmqv,,CRITICAL,pensi-scheduler,npm,Malicious Package in pensi-scheduler,
GHSA-74hh-4rcv-pp27,,CRITICAL,bitconijs-lib,npm,Malicious Package in bitconijs-lib,
GHSA-r2rg-683g-ff96,,CRITICAL,axios-http,npm,Malicious Package in axios-http,
GHSA-9cq4-mhmr-84gm,,CRITICAL,jasmin,npm,Malicious Package in jasmin,
GHSA-jvfv-jhw9-jmpp,,CRITICAL,b5ffer-xor,npm,Malicious Package in b5ffer-xor,
GHSA-28f8-hqmc-7ph8,,CRITICAL,ember-power-timepicker,npm,Malicious Package in ember-power-timepicker,
GHSA-4pmg-jgm5-3jg6,,CRITICAL,erquest,npm,Malicious Package in erquest,
GHSA-r9cj-xj33-4q42,,CRITICAL,buffgr-xor,npm,Malicious Package in buffgr-xor,
GHSA-h44f-769q-j6px,,CRITICAL,requet,npm,Malicious Package in requet,
GHSA-4qqc-mp5f-ccv4,,CRITICAL,bestzip,npm,Command Injection in bestzip,
GHSA-jjhg-qw5v-r8xx,,CRITICAL,anarchy,npm,Malicious Package in anarchy,
GHSA-2p62-c4rm-mr72,,CRITICAL,another-date-picker,npm,Malicious Package in another-date-picker,
GHSA-6qgx-f452-7699,,CRITICAL,superhappyfuntime,npm,Malicious Package in superhappyfuntime,
GHSA-hg5q-rj62-c43g,,CRITICAL,reqest,npm,Malicious Package in reqest,
GHSA-x8m7-cv39-xmg9,,CRITICAL,jq-sha3,npm,Malicious Package in jq-sha3,
GHSA-4hjg-w3ww-38c6,,CRITICAL,tiar,npm,Malicious Package in tiar,
GHSA-p4mf-4qvh-w8g5,,CRITICAL,bitcionjslib,npm,Malicious Package in bitcionjslib,
GHSA-8hrq-9wm7-v3jw,,CRITICAL,btffer-xor,npm,Malicious Package in btffer-xor,
GHSA-2p99-6f47-8x9j,,CRITICAL,asnc,npm,Malicious Package in asnc,
GHSA-f7gc-6hcj-wc42,,CRITICAL,path-to-regxep,npm,Malicious Package in path-to-regxep,
GHSA-w9q5-mvc6-5cw3,,CRITICAL,bufder-xor,npm,Malicious Package in bufder-xor,
GHSA-4wcx-c9c4-89p2,,CRITICAL,react-datepicker-plus,npm,Malicious Package in react-datepicker-plus,
GHSA-38vq-cjh5-vw7x,,CRITICAL,nodes.js,npm,Malicious Package in nodes.js,
GHSA-c6pw-q7f2-97hv,CVE-2019-0219,CRITICAL,cordova-plugin-inappbrowser,npm,Privilege Escalation in cordova-plugin-inappbrowser,
GHSA-4xg9-g7qj-jhg4,,CRITICAL,comander,npm,Malicious Package in comander,
GHSA-87qw-7v97-w34r,,CRITICAL,asinc,npm,Malicious Package in asinc,
GHSA-qj3g-wfr7-3cv7,,CRITICAL,require-ports,npm,Malicious Package in require-ports,
GHSA-x6gq-467r-hwcc,,CRITICAL,soket.js,npm,Malicious Package in soket.js,
GHSA-h2j3-gg8w-4858,,CRITICAL,buffer-xos,npm,Malicious Package in buffer-xos,
GHSA-q42c-rrp3-r3xm,,CRITICAL,commmander,npm,Malicious Package in commmander,
GHSA-c6f3-3c98-2j2f,,CRITICAL,jquerz,npm,Malicious Package in jquerz,
GHSA-8pwx-j4r6-5v38,,CRITICAL,hdkye,npm,Malicious Package in hdkye,
GHSA-qcff-ffx3-m25c,,CRITICAL,meta-git,npm,Command Injection in meta-git,
GHSA-p33q-w45h-2hcj,,CRITICAL,4equest,npm,Malicious Package in 4equest,
GHSA-353r-3v84-9pjj,,CRITICAL,nothing-js,npm,Malicious Package in nothing-js,
GHSA-69r6-7h4f-9p7q,,CRITICAL,discord.js-user,npm,Malicious Package in discord.js-user,
GHSA-hfq9-rfpv-j8r8,CVE-2017-16034,CRITICAL,pidusage,npm,Command Injection in pidusage,
GHSA-76wf-2xcf-6wmx,,CRITICAL,ngx-pica,npm,Malicious Package in ngx-pica,
GHSA-8qm2-24qc-c4qg,,CRITICAL,freshdom,npm,Malicious Package in freshdom,
GHSA-hvgc-mggg-pxr2,,CRITICAL,js-sha7,npm,Malicious Package in js-sha7,
GHSA-c2g6-57fp-22wp,,CRITICAL,fuffer-xor,npm,Malicious Package in fuffer-xor,
GHSA-5jgp-pg4f-q8vj,,CRITICAL,node-ftp,npm,Malicious Package in node-ftp,
GHSA-m25q-fwg4-9v2p,,CRITICAL,awesome_react_utility,npm,Malicious Package in awesome_react_utility,
GHSA-76qf-6mvw-c5hm,,CRITICAL,js-base64-int,npm,Malicious Package in js-base64-int,
GHSA-7w7c-867m-4mqc,,CRITICAL,rceat,npm,Malicious Package in rceat,
GHSA-8m5v-f2wp-wqr9,,CRITICAL,ali-contributors,npm,Malicious Package in ali-contributors,
GHSA-x3w4-mrmv-cw2x,,CRITICAL,buffev-xor,npm,Malicious Package in buffev-xor,
GHSA-p5p2-rhc3-wmf3,,CRITICAL,siganle,npm,Malicious Package in siganle,
GHSA-7xf6-cpxm-5mx9,,CRITICAL,bufner-xor,npm,Malicious Package in bufner-xor,
GHSA-g37j-v5gh-g25c,,CRITICAL,js-shi3,npm,Malicious Package in js-shi3,
GHSA-4rx9-58m7-gr8w,,CRITICAL,css_transform_step,npm,Malicious Package in css_transform_step,
GHSA-m794-qv59-gj7c,,CRITICAL,signqle,npm,Malicious Package in signqle,
GHSA-wmv4-5w76-vp9g,CVE-2014-3527,CRITICAL,org.springframework.security:spring-security-core,Maven,Authorization Bypass in Spring Security,
GHSA-vv52-3mrp-455m,,CRITICAL,m-backdoor,npm,Malicious Package in m-backdoor,
GHSA-p3jx-g34v-q56j,,CRITICAL,j3-sha3,npm,Malicious Package in j3-sha3,
GHSA-6f93-xj8r-jp82,,CRITICAL,bunfer-xor,npm,Malicious Package in bunfer-xor,
GHSA-mmph-wp49-r48h,,CRITICAL,experss,npm,Malicious Package in experss,
GHSA-jp9g-5x75-ccp8,,CRITICAL,colro-name,npm,Malicious Package in colro-name,
GHSA-8hq2-fcqm-39hq,,CRITICAL,rimrafall,npm,Malicious Package in rimrafall,
GHSA-69mf-2cw2-38m8,,CRITICAL,js-shc3,npm,Malicious Package in js-shc3,
GHSA-255r-pghp-r5wh,,CRITICAL,hdeky,npm,Malicious Package in hdeky,
GHSA-gjc9-932x-c59p,,CRITICAL,leaflet-gpx,npm,Malicious Package in leaflet-gpx,
GHSA-jxf5-7x3j-8j9m,,CRITICAL,load-from-cwd-or-npm,npm,Malicious Package in load-from-cwd-or-npm,
GHSA-vrxj-4qhw-5vwq,,CRITICAL,scryptys,npm,Malicious Package in scryptys,
GHSA-8549-p68h-m9mc,,CRITICAL,buffdr-xor,npm,Malicious Package in buffdr-xor,
GHSA-v6c5-hwqg-3x5q,CVE-2019-19723,CRITICAL,passport-cognito,npm,Improper Authorization in passport-cognito,
GHSA-692h-g37c-qv44,,CRITICAL,sj-tw-sec,npm,Malicious Package in sj-tw-sec,
GHSA-65xx-c85x-wg76,,CRITICAL,plotter,npm,Command Injection in plotter,
